,question_ID,full_question_ID,question,applies_to,Variables,Original scale,list_answer_options,list_answer_no_refusal,len_answer_options,odd_answer_options,list_answer_no_middle
278,Q246,Q246,Democracy: Civil rights protect peoplea liberty against oppression Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where a meansnot at all an essential characteristic of democracyand of means it definitely isan essential characteristic of democracy. Civil rights protect peoplea liberty from state oppression,Q246,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",10,False,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']"
279,Q247,Q247,Democracy: The state makes peoplea incomes equal Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where a meansnot at all an essential characteristic of democracyand of means it definitely isan essential characteristic of democracy. The state makes peoplea incomes equal,Q247,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",10,False,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']"
280,Q248,Q248,Democracy: People obey their rulers Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where a meansnot at all an essential characteristic of democracyand of means it definitely isan essential characteristic of democracy. People obey their rulers,Q248,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",10,False,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']"
281,Q249,Q249,Democracy: Women have the same rights as men Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where a meansnot at all an essential characteristic of democracyand of means it definitely isan essential characteristic of democracy. Women have the same rights as men,Q249,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",10,False,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']"
282,Q250,Q250,Importance of democracy How important is it for you to live in a country that is governed democratically? On this scale where a means it isnot at all importantand of meansabsolutely importantwhat position would you choose? ,Q250,Importance of democracy,1=Not at all important 2 3 4 5 6 7 8 9 10=Absolutely important,"['1=Not at all important ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Absolutely important', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not at all important ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Absolutely important']",10,False,"['1=Not at all important ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Absolutely important']"
283,Q251,Q251,How democratically is this country being governed today And how democratically is this country being governed todayAgain using a scale from,Q251,Perceived democraticness,1=Not at all democratic 2 3 4 5 6 7 8 9 10=Completely democratic,"['1=Not at all democratic ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely democratic', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not at all democratic ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely democratic']",10,False,"['1=Not at all democratic ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely democratic']"
284,Q252,Q252,"Satisfaction with the political system performance How satisfied are you with how the political system is functioning in your country these days? On the scale from a to of below, a means not satisfied at all and of means completely satisfied. ",Q252,Satisfaction with the political system,1=Not at all satisfied 2 3 4 5 6 7 8 9 10=Completely satisfied,"['1=Not at all satisfied ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely satisfied', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Not at all satisfied ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely satisfied']",10,False,"['1=Not at all satisfied ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely satisfied']"
285,Q253,Q253,Respect for individual human rights nowadays How much respect is there for individual human rights nowadays in this country? ,Q253,Respect for human rights,1=A great deal 2=Fairly much 3=Not much 4=No respect at all,"['1=A great deal ', '2=Fairly much ', '3=Not much ', '4=No respect at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=A great deal ', '2=Fairly much ', '3=Not much ', '4=No respect at all']",4,False,"['1=A great deal ', '2=Fairly much ', '3=Not much ', '4=No respect at all']"
286,Q254,Q254,National pride How proud are you to be of nationality of this country? ,Q254,National pride,1=Very proud 2=Quite proud 3=Not very proud 4=Not at all proud,"['1=Very proud ', '2=Quite proud ', '3=Not very proud ', '4=Not at all proud', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very proud ', '2=Quite proud ', '3=Not very proud ', '4=Not at all proud']",4,False,"['1=Very proud ', '2=Quite proud ', '3=Not very proud ', '4=Not at all proud']"
287,Q255,Q255,"Feel close to your village, town or city People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel toYour village, town or city",Q255,Identity levels,1=Very close 2=Close 3=Not very close 4=Not close at all,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']",4,False,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']"
288,Q256,Q256,"Feel close to your district, region People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? Your county, region, district",Q256,Identity levels,1=Very close 2=Close 3=Not very close 4=Not close at all,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']",4,False,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']"
289,Q257,Q257,"Feel close to your country People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? Country",Q257,Identity levels,1=Very close 2=Close 3=Not very close 4=Not close at all,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']",4,False,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']"
290,Q258,Q258,"Feel close to your continent People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel toContinent; a. a. Europe, Asia etc. ",Q258,Identity levels,1=Very close 2=Close 3=Not very close 4=Not close at all,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']",4,False,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']"
291,Q259,Q259,"Feel close to the world People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? World",Q259,Identity levels,1=Very close 2=Close 3=Not very close 4=Not close at all,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']",4,False,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']"
